customer_id,calls_made,sms_sent,data_used,churn
109171,12,10,5339,1
238956,23,19,6926,1
40814,5,44,4816,1
163871,15,52,2043,1
79562,46,19,4440,1
45534,33,22,4399,1
31127,46,39,7004,1
221219,51,13,8623,1
129437,87,26,2850,1
75102,72,6,9667,1
167163,34,8,-359,1
243373,85,32,5448,1
12806,83,17,3677,1
5143,42,33,-21,1
29122,61,13,1463,1
111535,56,7,3305,1
209009,64,31,4230,1
102162,23,28,5786,1
224763,12,41,6481,1
170849,101,26,9451,1
238267,47,44,1830,1
177323,51,8,1134,1
109367,67,41,5418,1
138651,49,10,8833,1
238938,34,50,-253,1
198509,31,20,4283,1
14507,56,31,7449,1
204928,23,9,3181,1
130091,79,-2,6236,1
238263,8,12,-242,1
2372,58,33,4442,1
24526,60,40,5990,1
191638,23,-4,6425,1
233547,96,20,818,1
220130,86,42,7030,1
186696,9,17,6397,1
114058,94,35,4703,1
173769,84,2,7685,1
166879,57,9,5687,1
194314,88,5,8466,1
205107,40,0,5775,1
185397,56,23,7404,1
196600,88,19,4722,1
1624,44,2,1128,1
132387,80,14,8710,1
44546,21,9,10548,1
165578,55,15,6480,1
82243,28,44,4832,1
216172,69,44,9026,1
93544,45,11,7065,1
111901,75,16,1706,1
99881,81,25,1756,1
93141,87,12,4313,1
74781,58,18,3795,1
152721,5,46,10179,1
48037,70,27,224,1
198671,34,42,9588,1
138285,20,19,9398,1
33095,53,24,2043,1
85546,49,-5,9242,1
238651,25,23,1986,1
32559,48,35,4341,1
63987,53,30,2678,1
4866,70,36,5636,1
101691,87,44,6660,1
183649,11,25,7926,1
169015,27,44,8267,1
202005,59,4,3107,1
166314,39,40,1375,1
82677,-6,22,4479,1
22239,82,45,-357,1
194988,90,50,2588,1
147858,26,5,7231,1
69103,54,9,5117,1
175311,7,44,7808,1
240475,71,38,5576,1
36638,14,46,6629,1
204300,7,2,494,1
41878,85,31,10503,1
198860,25,11,9803,1
189726,41,11,6539,1
139026,76,17,3009,1
136667,48,47,9536,1
23486,82,11,2766,1
158717,0,-1,1509,1
202006,90,9,6564,1
213176,104,29,7692,1
186070,82,-3,9607,1
136232,17,33,2032,1
159356,4,-3,726,1
151359,33,7,3449,1
221045,39,25,-622,1
240379,70,14,2016,1
197400,3,11,7646,1
86425,11,-3,3881,1
45716,3,1,4930,1
57941,84,29,5712,1
63944,6,28,8748,1
226273,52,1,1925,1
94008,54,27,2353,1
140790,82,33,3107,1
198713,96,15,8881,1
164848,70,31,2799,1
71668,60,33,1191,1
79478,55,40,1537,1
73645,33,22,9,1
141576,64,-2,8463,1
84093,59,8,3686,1
183831,46,42,9764,1
202163,43,35,3331,1
94639,9,40,3956,1
46590,80,18,2468,1
189388,103,12,5562,1
174330,7,24,9846,1
58496,31,5,-602,1
212647,18,40,8305,1
128257,5,34,1529,1
203678,29,44,4045,1
81021,102,33,9787,1
15095,98,29,6521,1
235983,71,47,649,1
172081,30,21,1286,1
26614,12,15,4575,1
120257,104,35,3704,1
78275,13,38,1468,1
101754,31,13,5283,1
82450,78,19,7220,1
121468,60,37,9258,1
185662,50,3,7469,1
54116,43,35,1174,1
204698,37,23,6333,1
59730,55,48,985,1
240850,44,26,10201,1
54846,10,5,4047,1
129702,7,13,8556,1
206182,22,32,976,1
120060,93,19,3738,1
202838,78,44,3931,1
133624,45,9,333,1
57905,48,5,4644,0
87115,-2,43,725,0
69385,77,8,4056,0
133796,59,42,5490,0
5582,66,37,3312,0
197575,44,51,1106,0
112950,19,37,4759,0
168723,10,42,1804,0
93246,-1,19,8771,0
189619,45,18,1715,0
97341,7,11,9616,0
128937,37,29,8882,0
117480,94,15,6039,0
202032,1,35,6759,0
150899,9,49,2263,0
219947,29,16,8685,0
15479,97,47,3291,0
156222,15,9,7786,0
126201,35,50,3542,0
59563,46,22,2629,0
117922,14,21,1572,0
66841,66,24,458,0
233023,60,3,1061,0
1427,99,7,8502,0
203106,34,46,3273,0
200256,10,35,8656,0
224452,-2,11,5611,0
217018,28,16,7047,0
62623,33,3,5036,0
171741,91,30,4952,0
122428,36,20,4578,0
104597,37,8,1943,0
171353,49,34,8321,0
214378,49,16,7048,0
114119,21,29,5440,0
238111,16,19,6088,0
242210,-7,39,-161,0
50969,18,25,4083,0
121119,37,0,3192,0
232012,30,22,9812,0
47179,71,11,6505,0
23851,32,35,7973,0
50704,40,38,7100,0
13948,46,-4,1713,0
59601,11,33,5495,0
160719,68,21,5395,0
121637,22,44,1385,0
26799,29,43,3834,0
219992,94,27,-447,0
204780,7,25,1100,0
56218,14,12,1804,0
91059,2,45,8331,0
198459,79,23,2150,0
160402,82,18,1161,0
150413,75,33,7840,0
227860,71,7,9030,0
132548,40,27,993,0
136376,68,34,5454,0
241023,72,3,918,0
27530,27,41,2937,0
198018,97,50,6300,0
240845,1,51,7308,0
214126,97,8,4443,0
133207,83,31,818,0
75547,90,35,10038,0
154552,88,8,2022,0
243145,15,46,1447,0
106122,100,28,7878,0
98408,93,43,258,0
100225,44,13,2859,0
7632,10,51,963,0
146277,28,22,552,0
170846,32,28,6255,0
11631,22,-3,3261,0
221677,75,38,-512,0
108769,30,6,7852,0
122774,65,41,9737,0
78088,61,34,6799,0
205914,83,19,10548,0
177850,94,4,2971,0
138343,73,30,794,0
9789,95,15,2927,0
240998,37,8,9251,0
169381,90,46,3567,0
4855,86,11,3410,0
177049,33,52,5255,0
140228,78,22,2349,0
202605,74,33,5988,0
170322,99,17,3273,0
158938,51,24,6521,0
78036,73,45,5549,0
81399,29,7,3829,0
187454,49,36,10379,0
78507,38,27,6690,0
174349,18,13,3572,0
66980,100,37,9603,0
85577,44,43,8135,0
221722,60,18,1858,0
1279,71,6,3640,0
9913,97,33,7159,0
198717,64,15,8230,0
238452,99,22,4093,0
158358,17,46,2891,0
27836,56,44,293,0
123191,67,51,2996,0
232909,40,19,3392,0
38416,105,25,5824,0
100373,80,9,2325,0
140066,38,22,5240,0
83068,92,49,2685,0
20079,41,11,5910,0
29652,86,18,1442,0
141411,88,40,416,0
224115,66,11,95,0
205785,39,22,7260,0
176591,49,35,5335,0
39276,10,31,7827,0
162187,63,17,4570,0
3675,-8,36,4524,0
128349,20,19,6460,0
188579,61,19,4224,0
18934,71,23,4787,0
58139,44,37,134,0
115032,67,23,9083,0
74794,86,39,9046,0
99729,73,15,2753,0
3324,25,44,7448,0
9263,7,14,9540,0
9123,4,16,1458,0
62784,3,21,-741,0
208748,23,7,3657,0
141555,12,19,2846,0
213199,48,19,10238,0
154403,-4,13,2766,0
191323,50,13,1980,0
15613,62,31,9676,0
221766,77,39,6847,0
149400,100,24,8607,0
65117,93,32,8430,0
19884,37,44,6762,0
114498,102,11,3222,0
24931,52,41,7213,0
191905,52,26,1888,0
313,5,43,1004,0
131001,48,-1,2288,0
21666,36,9,4739,0
92945,51,4,5030,0
31533,30,33,245,0
220620,56,25,3342,0
165526,33,15,3193,0
84008,47,-1,4686,0
208003,14,9,3363,0
9003,71,7,4818,0
122868,39,-2,2029,0
210822,20,24,3868,0
152148,59,25,6480,0
235901,98,37,9537,0
163958,64,4,5533,0
150433,62,11,6483,0
84348,2,19,519,0
61882,12,10,3167,0
197829,63,18,10467,0
47386,68,39,9375,0
186467,40,1,5412,0
81138,46,2,7280,0
170284,-4,6,8446,0
27607,25,14,5425,0
184520,32,-1,755,0
14173,17,13,7164,0
220636,22,19,810,0
138491,44,2,2524,0
164846,74,42,10474,0
13702,85,23,5623,0
167684,14,31,2838,0
154887,52,35,9523,0
229958,102,6,7268,0
220479,65,17,5134,0
79472,41,37,694,0
206385,11,17,1227,0
93023,36,45,6989,0
198090,64,43,8660,0
107611,55,26,8071,0
93804,80,15,1218,0
219616,19,32,9923,0
34565,12,5,4359,0
150265,84,14,2331,0
148157,83,29,6641,0
175512,8,3,9100,0
649,41,42,9244,0
161314,61,38,845,0
162633,9,27,2354,0
77609,100,23,3490,0
60047,55,32,10020,0
33381,28,2,-454,0
226814,43,42,4085,0
40706,42,23,2307,0
143601,81,5,8129,0
54840,58,42,5396,0
35641,97,-3,5726,0
239678,19,33,8139,0
63523,28,16,8549,0
219400,9,14,3068,0
130881,24,40,5615,0
204526,67,2,8705,0
5746,93,33,4351,0
97397,44,4,3112,0
68800,71,32,-461,0
129657,58,24,5686,0
106892,9,34,8003,0
142848,89,34,7897,0
211515,3,6,6221,0
16453,73,21,9546,0
185739,55,44,6878,0
138922,28,16,227,0
104294,83,25,1549,0
37786,92,25,3042,0
50913,101,45,5098,0
174592,51,7,6416,0
163215,10,36,8414,0
151899,51,27,947,0
214520,76,21,788,0
166949,18,8,489,0
237147,38,8,6262,0
56856,34,14,1798,0
137896,-4,8,2914,0
167900,15,39,3565,0
212180,10,39,4098,0
161083,26,8,10636,0
129021,103,23,6110,0
91905,27,25,217,0
163845,30,6,9165,0
192607,33,6,3626,0
140373,49,25,6828,0
66457,90,27,5414,0
111414,99,7,3190,0
48956,74,5,2665,0
29071,100,33,5883,0
72689,51,24,8944,0
68012,28,51,5192,0
191096,36,15,386,0
157805,60,0,4339,0
146954,75,30,5897,0
85092,83,39,8948,0
240370,38,25,7481,0
67875,68,-4,945,0
179140,71,14,5504,0
221632,101,9,2332,0
182490,25,4,7973,0
83004,38,6,311,0
147771,66,42,2718,0
130676,67,10,958,0
77585,8,38,6590,0
9821,90,34,3625,0
187917,6,32,217,0
181087,55,34,5686,0
152989,71,36,7408,0
59614,61,15,9369,0
93281,86,38,1016,0
95689,36,3,4986,0
60492,92,19,-14,0
112803,11,10,771,0
2468,14,18,4473,0
222106,44,9,3344,0
145257,17,36,7780,0
168880,38,33,9109,0
153934,103,51,3888,0
49887,3,8,1630,0
85850,101,27,1218,0
44681,94,25,842,0
232602,14,45,333,0
4252,92,8,2047,0
67627,56,30,9801,0
41230,10,4,6410,0
215096,83,42,1814,0
32719,46,31,1786,0
184276,34,45,4731,0
33388,77,46,1298,0
127175,7,10,2302,0
240825,61,24,5824,0
199751,67,21,5968,0
84861,42,8,2697,0
190197,86,17,10045,0
66216,58,19,-220,0
96162,79,10,4927,0
166950,104,34,6586,0
67246,88,31,682,0
112546,98,11,1118,0
157327,19,-3,2388,0
239788,70,46,6302,0
47525,30,3,4882,0
114621,74,23,1903,0
35219,42,6,1896,0
139135,12,42,5121,0
69823,3,38,6970,0
37960,60,49,2994,0
159121,38,32,10244,0
203279,79,2,6729,0
4782,58,-4,6899,0
30510,90,26,8950,0
60039,82,26,8190,0
141362,33,36,2743,0
49980,15,23,1613,0
132726,100,22,7323,0
111276,53,2,9026,0
97447,26,11,5419,0
82755,10,5,6526,0
206606,16,26,8539,0
160083,78,25,7406,0
98850,52,41,4203,0
171942,72,4,4775,0
65693,85,33,3411,0
20303,43,44,536,0
106157,7,34,5473,0
124690,102,37,4675,0
107197,66,12,1188,0
240110,28,50,8023,0
195771,31,39,3851,0
240296,53,50,6042,0
113285,85,28,2741,0
129218,28,36,6648,0
217262,38,33,9152,0
105691,12,5,9610,0
118022,14,29,8174,0
163293,29,21,7173,0
25714,43,35,2904,0
7377,44,46,6113,0
125397,82,18,8248,0
69151,43,10,8645,0
21389,89,8,988,0
66791,45,43,7496,0
232194,70,31,3064,0
29369,29,38,5622,0
126058,71,5,9820,0
114910,67,21,5552,0
241639,74,37,2534,0
216158,6,23,10047,0
170521,44,17,2046,0
148948,49,27,7996,0
95975,90,14,865,0
44026,17,5,2793,0
139179,94,48,8117,0
189259,44,39,7545,0
16725,90,34,5487,0
237604,72,16,9300,0
11747,73,28,4222,0
126399,24,35,3456,0
162643,19,10,5715,0
176858,36,33,1148,0
222480,85,42,1881,0
83999,3,10,8541,0
64205,68,6,5891,0
96207,24,22,2501,0
191879,-8,43,2041,0
209993,22,15,6243,0
139633,49,24,4968,0
140539,39,12,3556,0
33318,77,34,10007,0
83867,73,21,7042,0
212012,20,10,1535,0
167564,81,50,3237,0
153395,60,15,7837,0
34221,58,17,9265,0
24548,85,32,7192,0
186519,48,25,2426,0
100313,94,13,4691,0
75344,28,31,6261,0
185381,2,43,1152,0
46072,2,16,92,0
136898,89,40,5504,0
82882,53,7,1004,0
177006,86,20,8728,0
115147,19,23,2320,0
32862,100,19,544,0
27898,10,16,5174,0
224708,94,6,5661,0
4583,23,45,5430,0
135448,83,5,3463,0
96934,14,20,7867,0
40999,12,33,8456,0
71405,5,31,-369,0
226222,36,12,5894,0
176782,67,2,1422,0
119258,66,38,1126,0
224625,12,3,6296,0
192693,22,37,2695,0
165879,93,40,3407,0
182752,66,3,940,0
63495,104,12,8403,0
6325,42,46,8343,0
180306,88,11,5331,0
50829,53,39,7348,0
12176,68,14,7434,0
116700,31,38,6024,0
86561,56,33,1141,0
154405,24,11,5223,0
78763,73,-3,2903,0
69883,53,24,1400,0
186647,52,26,2158,0
137036,16,45,4652,0
91150,81,21,8582,0
194502,4,15,8723,0
77779,19,11,3655,0
216796,43,21,3211,0
43494,48,10,4055,0
234177,49,8,3653,0
7766,88,41,4563,0
179924,33,12,780,0
166964,67,23,485,0
237455,43,25,7471,0
183437,77,47,1972,0
87323,24,27,3915,0
15494,-2,22,10163,0
223715,97,42,3627,0
61454,60,32,6650,0
237273,26,7,4098,0
28172,16,38,4913,0
228903,102,7,8512,0
43465,96,31,9190,0
154836,74,38,2899,0
67898,19,50,6891,0
209606,64,14,8325,0
116019,31,40,6123,0
141344,52,33,6882,0
97036,76,42,1536,0
242253,30,37,99,0
171920,13,27,2603,0
209317,19,22,3236,0
224038,26,16,5509,0
12709,10,7,1499,0
199596,64,34,7060,0
216092,11,50,2778,0
46272,33,50,9797,0
172630,77,3,2754,0
185810,9,33,5738,0
82748,79,21,9380,0
221641,52,36,8770,0
155064,97,5,9421,0
192087,-2,22,5859,0
8912,97,31,951,0
30618,101,16,4246,0
119881,82,0,1399,0
147959,53,18,2481,0
98391,38,3,5752,0
50128,69,21,7926,0
139069,57,7,9273,0
28126,54,50,1487,0
164198,80,12,7021,0
26475,1,8,6723,0
67540,6,41,6093,0
193961,10,31,5853,0
195194,31,32,5884,0
72680,100,12,4159,0
74182,95,29,6804,0
127396,35,17,8374,0
80030,21,28,833,0
224145,63,30,7484,0
201358,40,26,3144,0
56597,36,20,169,0
138475,64,32,8911,0
168108,81,45,8681,0
143122,33,26,3654,0
235590,85,42,8554,0
126860,69,20,1299,0
47398,41,4,8615,0
60220,41,45,2596,0
134508,37,19,3635,0
50080,53,28,521,0
228063,70,13,3376,0
4453,83,9,6838,0
116755,-9,23,1549,0
142968,50,8,5525,0
37049,83,19,3656,0
185114,47,40,1926,0
63704,21,10,8276,0
107155,25,25,4127,0
39187,68,19,2000,0
1172,87,36,6019,0
129385,39,3,8648,0
199464,42,34,10418,0
173795,71,17,-643,0
1478,24,3,2694,0
200569,55,49,2429,0
172535,41,40,1614,0
97001,87,36,8732,0
158957,6,20,10121,0
90868,19,15,6202,0
117266,43,32,2835,0
148076,39,21,9045,0
44003,56,17,-107,0
209646,91,44,7578,0
185506,37,48,6293,0
168730,76,33,6771,0
224273,66,37,1935,0
139729,8,46,9129,0
211776,3,28,3137,0
14696,71,11,3459,0
213450,67,23,4301,0
42952,68,8,4218,0
60746,26,13,5351,0
11162,7,33,334,0
135256,-3,-3,5441,0
65153,52,38,6147,0
184177,46,10,3574,0
105780,76,-4,7583,0
221242,64,33,8280,0
201127,91,35,9801,0
21024,24,43,3135,0
206743,47,6,2307,0
24112,-3,18,8816,0
168281,85,13,4535,0
78402,20,25,6916,0
23858,78,21,7731,0
107086,73,7,4353,0
85775,81,48,7202,0
156619,68,14,3586,0
194173,93,25,3235,0
76984,49,39,3014,0
116018,34,8,5431,0
225189,31,4,7924,0
32821,31,41,2248,0
220564,25,18,8348,0
201649,21,19,2187,0
233695,64,13,5748,0
226566,71,36,4491,0
205090,41,37,5885,0
154647,76,16,9128,0
122946,27,21,7916,0
179777,-4,17,9149,0
197274,39,6,3727,0
82016,11,32,8802,0
94863,65,28,8236,0
130294,89,10,7559,0
61591,70,48,6417,0
10493,50,31,7733,0
104478,27,12,6506,0
3779,43,42,9136,0
209181,58,35,240,0
108051,70,38,4145,0
171936,64,23,1823,0
109922,65,19,8409,0
66279,31,-3,3481,0
229378,57,27,5731,0
167623,89,16,6927,0
219181,26,21,2723,0
122287,79,34,7209,0
39582,27,-3,4872,0
25889,-7,33,6097,0
85575,64,12,4533,0
137927,47,7,7148,0
92951,75,24,1687,0
18891,73,11,5746,0
164610,80,43,3569,0
135340,28,37,5988,0
89020,54,20,4836,0
208346,58,48,4921,0
22194,19,17,4130,0
241615,91,24,5247,0
161751,66,27,8245,0
80166,71,14,5021,0
189691,47,18,4628,0
216553,86,50,5152,0
113981,53,18,71,0
21026,71,6,2376,0
232818,42,33,604,0
227526,21,48,7905,0
216554,68,36,2893,0
71816,24,10,7073,0
166048,87,46,1825,0
155603,16,2,966,0
74479,89,27,2796,0
154890,25,21,6573,0
117824,38,41,9560,0
153048,66,33,5869,0
171215,69,32,2334,0
70080,5,38,2779,0
205322,5,26,8718,0
231529,24,32,6466,0
100849,46,37,8046,0
149440,26,2,5340,0
115120,94,7,8701,0
125221,-3,29,-269,0
41450,3,45,4349,0
2942,65,50,9021,0
63690,42,20,8871,0
5436,31,20,2276,0
130388,50,45,3186,0
197533,54,32,110,0
203000,-6,50,4464,0
39152,5,46,3934,0
122033,72,40,-679,0
86608,25,9,7209,0
229470,91,8,1995,0
64633,96,45,488,0
185938,38,48,6225,0
34703,67,36,6828,0
145970,70,14,7498,0
171334,13,21,10002,0
199927,30,33,8520,0
233703,28,38,1309,0
113670,8,2,7566,0
154302,36,40,9174,0
109627,59,26,2893,0
40328,5,34,7549,0
239225,50,39,2857,0
23005,-7,15,8484,0
188109,9,30,6798,0
58320,9,20,5249,0
19359,74,35,7760,0
192135,88,34,4843,0
108516,15,37,8122,0
5776,11,34,5540,0
82197,42,26,4635,0
104773,27,21,2190,0
117820,22,23,2609,0
25925,60,10,3475,0
10772,68,44,605,0
124932,30,29,2697,0
111490,4,22,1261,0
200000,97,33,5569,0
136297,10,5,3593,0
30483,83,9,8266,0
102729,73,39,8262,0
19899,57,14,6731,0
139580,56,42,10186,0
174992,24,32,282,0
144256,3,41,5365,0
131645,34,23,1320,0
72886,21,-1,9057,0
108431,57,15,10188,0
12270,18,22,9265,0
120439,56,6,10438,0
153092,84,43,2072,0
59852,91,52,4555,0
107370,4,50,4039,0
130669,80,9,5570,0
118626,7,42,2008,0
65501,87,50,3421,0
72149,81,35,7629,0
36477,18,7,7473,0
146982,52,47,5192,0
48310,61,4,7654,0
148164,86,5,5819,0
186265,51,16,8721,0
213537,46,1,10609,0
178583,72,3,8186,0
112340,23,5,2398,0
128864,105,11,7646,0
11919,49,42,6110,0
118389,58,29,1841,0
214104,13,31,2908,0
206258,46,35,7598,0
203207,43,2,6288,0
147512,29,17,8637,0
208077,37,23,6114,0
12958,60,5,8660,0
95967,63,1,4527,0
28867,43,27,5357,0
203463,9,38,1202,0
189979,41,-3,5647,0
95095,26,32,-33,0
14966,47,40,7389,0
180046,16,23,7254,0
26970,84,27,4212,0
56437,2,4,9273,0
98875,77,39,-347,0
177878,105,32,2357,0
124716,47,23,1603,0
228600,92,10,4566,0
236007,100,42,5586,0
103556,69,47,1669,0
108695,11,19,3788,0
42570,47,50,9760,0
40735,36,18,-969,0
31288,59,25,5876,0
218540,15,8,5412,0
189222,6,30,2996,0
233347,22,20,10624,0
115364,42,19,6355,0
114261,54,9,7082,0
127542,16,4,3223,0
137875,0,29,7524,0
218539,4,17,425,0
107362,69,7,5313,0
10649,10,22,2825,0
205772,37,40,1140,0
104716,22,40,3753,0
35025,9,43,1205,0
170336,27,37,7785,0
17455,32,46,968,0
107823,64,0,5670,0
13246,5,13,5748,0
75460,77,31,4321,0
225553,71,1,8868,0
62688,0,17,7526,0
84973,12,50,4830,0
108662,32,20,1786,0
57892,80,48,8178,0
231496,59,36,8114,0
144775,19,18,6017,0
126321,67,32,6219,0
107858,71,32,4535,0
221058,11,33,3264,0
22350,73,7,2556,0
116436,63,31,1130,0
200167,11,6,4362,0
42192,2,37,6187,0
23650,78,48,6750,0
125190,78,42,5437,0
79777,67,1,2788,0
52198,42,19,4001,0
237018,92,37,2362,0
196466,57,3,3138,0
195051,70,24,9690,0
159492,45,2,2214,0
60152,61,1,1916,0
235966,87,47,5129,0
190249,48,14,5451,0
12781,74,8,2971,0
227045,89,51,6210,0
49919,9,40,7136,0
54118,25,40,7992,0
81219,80,39,2654,0
187754,66,5,9703,0
194518,-7,-1,8152,0
232779,89,45,2924,0
164708,8,38,2776,0
34881,47,45,5991,0
74206,72,30,2229,0
207358,-2,44,2214,0
34284,12,5,7925,0
74515,92,0,5070,0
8008,80,22,4560,0
178578,81,40,9785,0
218974,69,6,3592,0
48604,49,42,4210,0
216940,18,26,1696,0
119178,1,45,2884,0
135367,98,16,7348,0
54642,91,26,5465,0
98808,75,38,1445,0
128442,40,36,521,0
211453,81,17,8229,0
101569,39,10,3406,0
219566,93,0,5499,0
11326,88,38,3429,0
37285,89,6,5805,0
222565,3,38,7940,0
105624,45,37,2311,0
240130,21,17,3551,0
204935,73,30,5719,0
232401,56,3,3564,0
50691,38,15,4901,0
236203,88,38,3770,0
161082,35,42,5780,0
119172,9,30,4034,0
136781,103,32,8780,0
110289,50,17,7685,0
118798,59,40,2777,0
168867,62,3,6429,0
176486,63,45,1182,0
31081,62,17,5693,0
52086,89,23,1456,0
197742,16,3,9135,0
16082,15,30,7645,0
237684,63,22,5697,0
154700,40,49,4468,0
91718,62,35,2252,0
56190,54,23,5111,0
68088,72,23,3165,0
124903,103,32,2949,0
205005,14,3,7607,0
139687,31,5,6328,0
105941,94,26,696,0
130189,60,38,7090,0
160397,82,39,4447,0
103512,61,34,560,0
35532,97,24,7328,0
31964,36,43,9589,0
30470,47,28,848,0
177418,17,7,4679,0
170662,38,31,1442,0
220512,83,37,9088,0
216751,21,21,3587,0
174135,43,3,6820,0
135112,89,31,4490,0
73169,35,25,3713,0
196388,56,21,6506,0
7986,103,17,1451,0
236843,92,27,23,0
32382,3,45,4180,0
155757,7,29,5594,0
117355,85,25,9387,0
228793,90,47,3783,0
15742,104,4,3877,0
102551,48,38,6572,0
123287,50,39,7685,0
165104,47,48,4471,0
60537,28,37,5694,0
2904,62,13,2629,0
200203,32,28,857,0
166033,64,32,3453,0
118867,6,44,-436,0
127495,28,34,6768,0
85758,29,12,6384,0
13059,65,45,1902,0
130369,43,3,3077,0
174639,92,45,8984,0
180062,15,7,2554,0
70144,42,15,7985,0
131399,83,10,250,0
143142,21,42,7225,0
2721,95,45,-134,0
181460,85,20,7332,0
200877,75,43,2593,0
234345,14,6,1254,0
45509,-9,27,3992,0
42829,78,12,208,0
122870,9,31,5363,0
205183,27,22,4885,0
122332,27,5,1459,0
205863,24,7,9225,0
153028,2,23,1391,0
48690,92,16,479,0
226220,82,8,8453,0
47030,87,19,9044,0
184734,2,27,6930,0
28445,16,7,8862,0
166414,-1,9,5423,0
27385,62,30,1543,0
145969,18,19,2362,0
4199,103,0,6163,0
62367,92,39,9273,0
114955,98,46,2058,0
122222,103,23,3349,0
65380,54,25,6896,0
29914,60,25,4604,0
55048,48,31,7758,0
58262,71,9,1267,0
54385,29,25,410,0
78653,95,12,3276,0
76400,40,26,3656,0
53664,52,15,3954,0
90020,3,26,3038,0
16211,8,32,5960,0
197482,51,32,4384,0
3562,80,4,7009,0
222980,18,25,271,0
41558,78,44,5087,0
188644,64,21,4471,0
128213,34,9,7194,0
28187,52,12,3225,0
106295,44,21,7938,0
173112,33,34,7717,0
100844,34,31,3490,0
115722,12,36,8112,0
76110,34,50,-347,0
24868,41,0,4816,0
195235,67,9,7539,0
23863,76,38,9583,0
96466,86,14,10400,0
202672,98,22,1211,0
232924,59,28,3525,0
59257,72,40,2105,0
211902,6,28,3000,0
239811,103,7,4610,0
241142,57,31,10343,0
81987,32,45,7539,0
60772,66,3,1511,0
205336,74,4,6721,0
168934,-3,27,1862,0
163451,26,6,1501,0
124700,33,11,3876,0
103950,74,13,6664,0
72496,13,42,5827,0
34933,57,10,7915,0
200762,36,36,4656,0
127180,60,22,6026,0
59583,59,25,534,0
118662,29,48,5210,0
102054,50,39,1840,0
18579,85,12,1717,0
156070,75,24,5181,0
129936,54,-1,7305,0
77768,80,22,786,0
21121,90,17,9474,0
122036,35,9,3765,0
76472,90,19,8510,0
202111,41,13,112,0
67632,41,33,4858,0
214280,92,35,6616,0
123632,15,36,3442,0
33492,98,23,7872,0
41120,8,46,6210,0
83681,4,2,-347,0
20852,6,41,504,0
54220,80,7,6808,0
214531,-2,19,3964,0
219428,88,20,5837,0
68523,86,18,8223,0
43159,20,14,6877,0
90524,86,6,5576,0
112077,66,27,2920,0
199481,64,36,3774,0
142686,79,30,9101,0
204157,48,8,6415,0
4898,68,36,1221,0
231505,16,26,6684,0
175535,100,11,604,0
231714,75,3,4367,0
194780,76,33,6819,0
221942,75,19,8825,0
148820,-3,36,3641,0
78398,55,47,3191,0
175596,41,47,9269,0
135803,39,11,5774,0
123281,47,34,3388,0
182508,88,12,9728,0
186720,63,6,2753,0
237742,-5,10,4628,0
175008,61,43,8720,0
204914,30,17,8498,0
235812,47,39,7426,0
237795,71,5,585,0
155906,73,22,5410,0
32451,58,26,7486,0
125226,81,22,4436,0
69084,27,41,8853,0
90483,60,37,2784,0
219978,63,25,2116,0
240654,80,25,4461,0
27544,36,5,3864,0
18597,5,23,10530,0
28320,98,38,3536,0
161000,22,-3,3889,0
55146,49,13,3867,0
185760,102,15,8499,0
193958,82,-1,5766,0
19147,93,11,1491,0
73110,25,9,1166,0
147166,24,32,2248,0
171523,60,10,3663,0
36755,40,31,3069,0
177958,96,6,7194,0
17278,35,20,1936,0
211681,17,17,2916,0
184439,54,32,3839,0
181856,44,13,10017,0
78199,71,17,7744,0
224327,51,29,2825,0
104458,19,42,1587,0
100548,88,10,7696,0
28158,6,26,8901,0
98528,63,2,7479,0
141496,75,21,3200,0
82311,77,1,5444,0
173647,103,36,185,0
79861,76,9,7739,0
72349,94,43,-601,0
122498,24,7,2084,0
123422,94,39,6532,0
44737,15,47,4408,0
20182,13,35,4147,0
90256,57,36,2883,0
7930,64,21,1590,0
11831,79,17,9183,0
63012,56,3,3357,0
145263,18,29,1156,0
138871,96,10,8980,0
22921,50,15,8449,0
34702,46,21,8267,0
183047,66,26,1201,0
188495,58,31,8214,0
37914,85,42,7589,0
38607,-8,31,7658,0
150184,84,7,1201,0
42917,-5,5,6427,0
132375,99,22,1276,0
144582,26,36,7164,0
30416,43,10,4178,0
140571,78,42,3352,0
99062,41,43,6460,0
68332,77,6,6705,0
86368,-4,30,-152,0
160201,19,2,1576,0
146154,78,9,41,0
100363,8,43,9801,0
59188,67,12,5255,0
69782,79,10,4572,0
186840,46,42,1507,0
201425,24,8,194,0
123631,28,0,8017,0
201697,102,40,7865,0
76594,58,24,5158,0
114593,93,29,7825,0
139584,11,32,-145,0
122827,78,29,1408,0
63459,69,21,2327,0
124338,65,7,2468,0
84376,71,11,7100,0
51612,70,39,5076,0
81055,79,40,8956,0
243309,94,1,10126,0
231978,99,39,9147,0
157846,16,47,4163,0
160146,59,16,-749,0
158947,53,22,4082,0
105215,83,13,7425,0
201957,19,8,7625,0
16509,27,33,8679,0
198532,22,47,750,0
51422,64,29,1432,0
39085,51,42,901,0
32078,85,20,5146,0
97565,10,32,9256,0
199770,-2,27,6900,0
169831,92,53,964,0
198202,8,20,5023,0
201872,100,34,2318,0
171534,25,-1,2437,0
206864,39,21,110,0
42086,102,34,9419,0
149730,6,8,4303,0
124621,91,26,9385,0
190593,11,28,3641,0
53169,72,14,10371,0
221769,59,31,10464,0
109675,63,4,2776,0
100389,4,31,7270,0
